user_id,full_name,department,role,supervisor,avg_logon_hour,avg_logoff_hour,typical_work_days,avg_file_accesses_per_day,avg_http_requests_per_day,avg_email_count_per_day,usb_usage_frequency,baseline_start,baseline_end,total_alerts,high_risk_alerts,current_risk_level
ESJ0670,Eaton Samuel Jennings,1 - Research,Scientist,Sarah Imelda Juarez,7,15,"0,1,2,3,4,5,6",8.107142857142858,95.0,10.0,0.3928571428571428,2025-12-02,2025-12-31,0,0,LOW
JKF0465,Jerry Kennan Fischer,3 - Assembly,ProductionLineWorker,Armando Albert Walter,7,17,"0,1,2,3,4,5,6",0.0,10.0,0.8695652173913043,0.0,2025-12-02,2025-12-31,0,0,LOW
AMW0392,Alea Maggie Whitfield,2 - SoftwareManagement,ComputerScientist,Jocelyn Bree Mccray,7,18,"0,1,2,3,4,5,6",0.0,90.0,8.518518518518519,0.0,2025-12-02,2025-12-31,0,0,LOW
HSB0196,Hadley Sonya Bowen,1 - Purchasing,PurchasingClerk,August Armando Evans,8,18,"0,1,2,3,4,5,6",24.517241379310345,120.0,10.689655172413794,8.137931034482758,2025-12-02,2025-12-31,0,0,LOW
YIC0195,Yolanda Idona Crosby,1 - Purchasing,PurchasingClerk,August Armando Evans,8,18,"0,1,2,3,4,5,6",0.0,114.0,10.464285714285714,0.0,2025-12-02,2025-12-31,0,0,LOW
NAH0503,Nicole Aurelia Hanson,2 - Sales,Salesman,Bert Jason Henderson,7,17,"0,1,2,3,4,5,6",0.0,162.0,14.91304347826087,0.0,2025-12-02,2025-12-31,0,0,LOW
WPR0368,William Price Robles,6 - Security,ITAdmin,Francis Brian Armstrong,3,19,"0,1,2,3,4,5,6",0.0,109.6153846153846,10.307692307692308,0.0,2025-12-02,2025-12-31,0,0,LOW
JDC0030,Jenna Darrel Charles,6 - Security,AdministrativeAssistant,Fatima Ulla Mcclure,8,19,"0,1,2,3,4,5,6",2.1785714285714284,114.0,9.857142857142858,0.4642857142857143,2025-12-02,2025-12-31,0,0,LOW
HDD0806,Hedwig Dai Duffy,2 - SoftwareManagement,SoftwareEngineer,Sara Gail George,8,20,"0,1,2,3,4,5,6",0.0,95.0,8.931034482758621,0.0,2025-12-02,2025-12-31,0,0,LOW
FKK0055,Farrah Kim Keith,1 - Research,Scientist,Summer Leilani Boyer,8,17,"0,1,2,3,4,5,6",1.1785714285714286,100.0,8.857142857142858,0.4642857142857143,2025-12-02,2025-12-31,0,0,LOW
JHP0583,Jorden Helen Pierce,3 - Assembly,ProductionLineWorker,Whilemina Pandora England,7,18,"0,1,2,3,4,5,6",3.5217391304347827,10.0,0.9565217391304348,1.9130434782608696,2025-12-02,2025-12-31,0,0,LOW
AOK0844,Armand Odysseus Key,3 - Assembly,ProductionLineWorker,Amy Lucy Chen,8,19,"0,1,2,3,4,5,6",2.566666666666667,10.0,1.0,0.8,2025-12-02,2025-12-31,0,0,LOW
RAW0915,Robert Ali Webb,1 - Research,Scientist,Lillith Adena Matthews,8,19,"0,1,2,3,4,5,6",0.5454545454545454,100.0,8.590909090909092,0.9090909090909092,2025-12-02,2025-12-31,0,0,LOW
SSJ0784,Sarah Susan Jarvis,3 - FieldService,Technician,Blaine Helen Cervantes,7,16,"0,1,2,3,4,5,6",0.0,29.0,2.925925925925926,0.0,2025-12-02,2025-12-31,0,0,LOW
FOB0756,Ferris Omar Barry,3 - FieldService,Technician,Blaine Helen Cervantes,8,16,"0,1,2,3,4,5,6",0.32,29.0,3.0,0.4,2025-12-02,2025-12-31,0,0,LOW
CJM0521,Cleo Jeanette Morales,3 - FieldService,Technician,Burke Randall Burnett,8,16,"0,1,2,3,4,5,6",0.0,29.0,2.9655172413793105,0.0,2025-12-02,2025-12-31,0,0,LOW
HLH0512,Hadassah Leah Harris,3 - FieldService,Technician,Burke Randall Burnett,8,16,"0,1,2,3,4,5,6",0.0,29.0,2.833333333333333,0.0,2025-12-02,2025-12-31,0,0,LOW
BQS0525,BQS0525,,,,8,16,"0,1,2,3,4,5,6",1.1,27.0,2.9,8.0,2025-12-02,2025-12-31,0,0,LOW
IAR0694,Imani Aubrey Ray,2 - SoftwareManagement,ComputerScientist,Aurora Tatiana Payne,8,18,"0,1,2,3,4,5,6",0.0,95.0,8.958333333333334,0.0,2025-12-02,2025-12-31,0,0,LOW
BRB0355,Burke Randall Burnett,3 - FieldService,FieldServiceEngineer,Sharon Britanni Kerr,8,16,"0,1,2,3,4,5,6",1.4827586206896552,100.0,9.689655172413794,2.034482758620689,2025-12-02,2025-12-31,0,0,LOW
SMH0291,Shaeleigh MacKenzie Harris,3 - Assembly,ProductionLineWorker,Shannon Chantale Price,8,17,"0,1,2,3,4,5,6",0.0,10.0,0.9285714285714286,0.0,2025-12-02,2025-12-31,0,0,LOW
BDI0533,Bruno Donovan Ingram,3 - FieldService,Technician,Burke Randall Burnett,8,16,"0,1,2,3,4,5,6",4.148148148148148,30.0,2.888888888888889,2.037037037037037,2025-12-02,2025-12-31,0,0,LOW
DAR0885,DAR0885,,,,7,18,"0,1,2,3,4,5,6",0.0,29.0,2.933333333333333,0.0,2025-12-02,2025-12-31,0,0,LOW
ALB0892,Arthur Lucian Bonner,3 - FieldService,Technician,Blythe Veda Cooke,9,18,"0,1,2,3,4,5,6",0.0,29.0,2.931034482758621,0.0,2025-12-02,2025-12-31,0,0,LOW
BSS0369,Brenden Samuel Shaffer,6 - Security,ITAdmin,Francis Brian Armstrong,3,19,"0,1,2,3,4,5,6",12.346153846153848,115.3846153846154,9.23076923076923,11.192307692307692,2025-12-02,2025-12-31,0,0,LOW
DLM0051,Declan Lester Moss,3 - Engineering,Director,Kai Wynne Craft,6,14,"0,1,2,3,4,5,6",24.25925925925926,182.96296296296296,16.88888888888889,8.222222222222221,2025-12-02,2025-12-31,0,0,LOW
CMB0912,Caleb Mason Ball,2 - SoftwareManagement,Manager,Todd Vance Spears,7,16,"0,1,2,3,4,5,6",0.0,143.0,13.615384615384617,0.0,2025-12-02,2025-12-31,0,0,LOW
SBN0971,Selma Barbara Nicholson,3 - Assembly,ProductionLineWorker,Sandra Beverly Diaz,7,16,"0,1,2,3,4,5,6",0.8461538461538461,10.0,1.0,0.2307692307692307,2025-12-02,2025-12-31,0,0,LOW
LBH0942,Lyle Brady Hayes,2 - SoftwareManagement,SoftwareEngineer,Caleb Mason Ball,7,16,"0,1,2,3,4,5,6",23.85185185185185,95.0,8.25925925925926,8.666666666666666,2025-12-02,2025-12-31,0,0,LOW
MLM0950,Madison Lydia Morrison,3 - Assembly,ProductionLineWorker,Sandra Beverly Diaz,7,16,"0,1,2,3,4,5,6",7.0,10.0,1.0,2.16,2025-12-02,2025-12-31,0,0,LOW
LBF0214,Leslie Briar Fields,6 - Security,SecurityGuard,Clinton Coby Wolfe,6,14,"0,1,2,3,4,5,6",2.111111111111111,144.44444444444446,13.296296296296296,0.8888888888888888,2025-12-02,2025-12-31,0,0,LOW
NAF0326,Nichole Azalia Frye,2 - Sales,Salesman,Meredith Ainsley Wolf,7,15,"0,1,2,3,4,5,6",5.6923076923076925,162.0,15.692307692307692,1.9615384615384612,2025-12-02,2025-12-31,0,0,LOW
QOS0878,Quynn Odessa Sanford,2 - Sales,Salesman,Hashim Damon Dudley,7,17,"0,1,2,3,4,5,6",0.8888888888888888,162.0,13.74074074074074,2.333333333333333,2025-12-02,2025-12-31,0,0,LOW
TDS0984,Tara Dai Stevenson,3 - Training,ComputerTrainer,Walter Kaseem Foley,7,17,"0,1,2,3,4,5,6",4.074074074074074,95.0,8.62962962962963,0.2222222222222222,2025-12-02,2025-12-31,0,0,LOW
RAM0447,Ramona Alma Moses,3 - Assembly,ProductionLineWorker,Armando Albert Walter,7,17,"0,1,2,3,4,5,6",0.0,10.0,1.0,0.0,2025-12-02,2025-12-31,0,0,LOW
EHB0420,Erich Harding Bryant,3 - Engineering,ElectricalEngineer,Hadassah Riley Baker,6,17,"0,1,2,3,4,5,6",0.0,83.57142857142857,8.071428571428571,0.0,2025-12-02,2025-12-31,0,0,LOW
DRR0242,Daphne Ruby Reilly,2 - SoftwareManagement,ComputerProgrammer,Vance Ira Alston,7,17,"0,1,2,3,4,5,6",0.0,90.0,8.923076923076923,0.0,2025-12-02,2025-12-31,0,0,LOW
NGC0058,Nadine Gay Cross,1 - Research,Mathematician,Jackson Linus Wilkerson,7,18,"0,1,2,3,4,5,6",0.2,100.0,8.64,0.24,2025-12-02,2025-12-31,0,0,LOW
OBH0499,Orson Barrett Houston,2 - Sales,Salesman,Bert Jason Henderson,7,17,"0,1,2,3,4,5,6",1.9285714285714288,162.0,14.821428571428571,8.607142857142858,2025-12-02,2025-12-31,0,0,LOW
MAD0496,Martin Armand Douglas,2 - Sales,Salesman,Bert Jason Henderson,8,17,"0,1,2,3,4,5,6",0.0,162.0,14.22222222222222,0.0,2025-12-02,2025-12-31,0,0,LOW
MCD0125,Mallory Charissa Dixon,2 - ManufacturingEngineering,MechanicalEngineer,Fritz Dale Ellison,8,19,"0,1,2,3,4,5,6",3.1153846153846154,95.0,8.73076923076923,0.5384615384615384,2025-12-02,2025-12-31,0,0,LOW
MCF0600,Maxwell Clark Faulkner,3 - Assembly,ProductionLineWorker,Whilemina Pandora England,8,18,"0,1,2,3,4,5,6",0.0,10.0,1.0,0.0,2025-12-02,2025-12-31,0,0,LOW
JAJ0849,Jaquelyn Angelica Jimenez,3 - Assembly,ProductionLineWorker,Amy Lucy Chen,7,18,"0,1,2,3,4,5,6",0.0,9.62962962962963,0.9629629629629628,0.0,2025-12-02,2025-12-31,0,0,LOW
PTH0830,Peter Tad Hartman,3 - Assembly,ProductionLineWorker,Amy Lucy Chen,8,19,"0,1,2,3,4,5,6",0.0,10.0,0.96,0.0,2025-12-02,2025-12-31,0,0,LOW
IIL0513,Illana Isabelle Lamb,3 - FieldService,Technician,Burke Randall Burnett,8,16,"0,1,2,3,4,5,6",0.0,30.0,2.923076923076923,0.0,2025-12-02,2025-12-31,0,0,LOW
WIQ0567,Willow Iliana Quinn,2 - SoftwareManagement,ComputerProgrammer,Stephanie Briar Harrington,8,17,"0,1,2,3,4,5,6",4.111111111111111,95.0,8.777777777777779,0.8888888888888888,2025-12-02,2025-12-31,0,0,LOW
MDH0686,Maxwell Dante Hutchinson,2 - SoftwareManagement,SoftwareEngineer,Aurora Tatiana Payne,8,18,"0,1,2,3,4,5,6",0.0,95.0,8.923076923076923,0.0,2025-12-02,2025-12-31,0,0,LOW
LDD0560,LDD0560,,,,8,17,"0,1,2,3,4,5,6",0.0,95.0,9.96,0.0,2025-12-02,2025-12-31,0,0,LOW
BVC0790,Blythe Veda Cooke,3 - FieldService,FieldServiceEngineer,Sharon Britanni Kerr,8,17,"0,1,2,3,4,5,6",2.357142857142857,88.21428571428571,8.178571428571429,2.0357142857142856,2025-12-02,2025-12-31,0,0,LOW
NMS0280,Nell Mari Schneider,3 - Engineering,Technician,Rose Hanae Yates,9,18,"0,1,2,3,4,5,6",0.925925925925926,30.0,2.555555555555556,0.5185185185185185,2025-12-02,2025-12-31,0,0,LOW
JGT0221,Jonathan Gary Terry,6 - Security,ITAdmin,Frances Alisa Wiggins,3,19,"0,1,2,3,4",0.0,108.57142857142856,10.142857142857142,0.0,2025-12-02,2025-12-31,0,0,LOW
MVH0373,MVH0373,,,,3,19,"0,1,2,3,4",0.0,108.57142857142856,9.904761904761903,0.0,2025-12-02,2025-12-31,0,0,LOW
MOS0047,Mariko Olga Snyder,6 - Security,ITAdmin,Frances Alisa Wiggins,3,20,"0,1,2,3,4",7.238095238095238,108.57142857142856,9.761904761904765,5.095238095238095,2025-12-02,2025-12-31,0,0,LOW
JTM0223,Jerry Tad Mccall,6 - Security,ITAdmin,Frances Alisa Wiggins,3,20,"0,1,2,3,4",0.0,108.3,9.75,0.0,2025-12-02,2025-12-31,0,0,LOW
TSM0363,TaShya Savannah Mcgowan,6 - Security,ITAdmin,Francis Brian Armstrong,4,18,"0,1,2,3,4",0.0,108.57142857142856,10.0,0.0,2025-12-02,2025-12-31,0,0,LOW
QNP0216,Quemby Nita Pollard,6 - Security,ITAdmin,Frances Alisa Wiggins,3,19,"0,1,2,3,4",0.0,108.57142857142856,10.333333333333334,0.0,2025-12-02,2025-12-31,0,0,LOW
JRS0362,Jackson Rafael Sutton,6 - Security,ITAdmin,Francis Brian Armstrong,3,20,"0,1,2,3,4",0.0,114.0,10.7,0.0,2025-12-02,2025-12-31,0,0,LOW
UIR0043,Ursula Idona Richard,6 - Security,ITAdmin,Frances Alisa Wiggins,4,19,"0,1,2,3,4",0.0,114.0,10.25,0.0,2025-12-02,2025-12-31,0,0,LOW
CBB0365,Cain Byron Baldwin,6 - Security,ITAdmin,Francis Brian Armstrong,2,19,"0,1,2,3,4",0.0,108.57142857142856,9.952380952380953,0.0,2025-12-02,2025-12-31,0,0,LOW
JAV0361,Joseph Alan Vaughan,6 - Security,ITAdmin,Francis Brian Armstrong,3,19,"0,1,2,3,4",0.0,108.57142857142856,10.0,0.0,2025-12-02,2025-12-31,0,0,LOW
KRV0372,Kennedy Robert Vega,6 - Security,ITAdmin,Francis Brian Armstrong,3,19,"0,1,2,3,4",0.0,108.57142857142856,10.142857142857142,0.0,2025-12-02,2025-12-31,0,0,LOW
LBC0356,Logan Branden Cherry,6 - Security,ITAdmin,Francis Brian Armstrong,3,18,"0,1,2,3,4",0.0,108.57142857142856,10.238095238095235,0.0,2025-12-02,2025-12-31,0,0,LOW
KCF0045,Kendall Ciaran Frank,6 - Security,ITAdmin,Frances Alisa Wiggins,3,20,"0,1,2,3,4",0.0,114.0,10.15,0.0,2025-12-02,2025-12-31,0,0,LOW
EIS0041,Emerald Imani Schmidt,6 - Security,ITAdmin,Frances Alisa Wiggins,3,21,"0,1,2,3,4",13.95,114.0,9.8,4.7,2025-12-02,2025-12-31,0,0,LOW
CSC0217,Cathleen Samantha Craig,6 - Security,ITAdmin,Frances Alisa Wiggins,2,18,"0,1,2,3,4",0.0,108.57142857142856,9.80952380952381,0.0,2025-12-02,2025-12-31,0,0,LOW
ACC0042,Alfonso Colin Cooley,6 - Security,ITAdmin,Frances Alisa Wiggins,2,17,"0,1,2,3,4",0.0,108.57142857142856,9.904761904761903,0.0,2025-12-02,2025-12-31,0,0,LOW
MPM0220,Meghan Phoebe Macias,6 - Security,ITAdmin,Frances Alisa Wiggins,3,17,"0,1,2,3,4",30.047619047619047,108.57142857142856,10.238095238095235,10.61904761904762,2025-12-02,2025-12-31,0,0,LOW
SAK0375,Sonia Anne Kirkland,6 - Security,ITAdmin,Francis Brian Armstrong,4,19,"0,1,2,3,4",0.0,108.57142857142856,9.857142857142858,0.0,2025-12-02,2025-12-31,0,0,LOW
GTD0219,Gareth Thomas Dickson,6 - Security,ITAdmin,Frances Alisa Wiggins,3,19,"0,1,2,3,4",10.904761904761903,108.57142857142856,10.238095238095235,3.761904761904762,2025-12-02,2025-12-31,0,0,LOW
KSP0357,Kennedy Shad Parker,6 - Security,ITAdmin,Francis Brian Armstrong,4,20,"0,1,2,3,4",0.0,108.57142857142856,10.238095238095235,0.0,2025-12-02,2025-12-31,0,0,LOW
MSH0040,Megan Simone Hess,6 - Security,ITAdmin,Frances Alisa Wiggins,3,19,"0,1,2,3,4",0.0,108.57142857142856,9.857142857142858,0.0,2025-12-02,2025-12-31,0,0,LOW
BAL0044,Byron Armand Livingston,6 - Security,ITAdmin,Frances Alisa Wiggins,4,19,"0,1,2,3,4",8.476190476190476,114.28571428571428,10.333333333333334,3.238095238095238,2025-12-02,2025-12-31,0,0,LOW
JLM0364,Jacqueline Latifah Miles,6 - Security,ITAdmin,Francis Brian Armstrong,3,18,"0,1,2,3,4",0.0,108.57142857142856,9.523809523809524,0.0,2025-12-02,2025-12-31,0,0,LOW
DMG0358,Dorothy Marny Goff,6 - Security,ITAdmin,Francis Brian Armstrong,3,18,"0,1,2,3,4",0.0,108.57142857142856,9.857142857142858,0.0,2025-12-02,2025-12-31,0,0,LOW
DFR0218,Daria Felicia Rowland,6 - Security,ITAdmin,Frances Alisa Wiggins,4,19,"0,1,2,3,4",0.0,108.57142857142856,10.428571428571429,0.0,2025-12-02,2025-12-31,0,0,LOW
CCA0046,Cyrus Connor Atkinson,6 - Security,ITAdmin,Frances Alisa Wiggins,3,18,"0,1,2,3,4",7.190476190476191,108.57142857142856,10.047619047619047,2.761904761904762,2025-12-02,2025-12-31,0,0,LOW
HWY0038,Howard Wing Yang,6 - Security,ITAdmin,Frances Alisa Wiggins,4,19,"0,1,2,3,4",0.0,108.57142857142856,9.666666666666666,0.0,2025-12-02,2025-12-31,0,0,LOW
AJF0370,Arthur John Floyd,6 - Security,ITAdmin,Francis Brian Armstrong,3,20,"0,1,2,3,4,5,6",29.63636363636364,114.0,10.590909090909092,11.772727272727272,2025-12-02,2025-12-31,0,0,LOW
MSO0222,Medge Serina Obrien,6 - Security,ITAdmin,Frances Alisa Wiggins,4,19,"0,1,2,3,4",0.0,114.0,10.7,0.0,2025-12-02,2025-12-31,0,0,LOW
JCC0225,Jack Carlos Cannon,6 - Security,ITAdmin,Frances Alisa Wiggins,4,20,"0,1,2,3,4",0.0,114.0,10.95,0.0,2025-12-02,2025-12-31,0,0,LOW
AJD0074,Alden Jesse Day,3 - Engineering,AdministrativeAssistant,Declan Lester Moss,6,15,"0,1,2,3,4,5,6",1.3478260869565215,114.0,9.956521739130435,0.391304347826087,2025-12-02,2025-12-31,0,0,LOW
KBP0008,Kirby Bo Pollard,,VicePresident,Mona Susan Shannon,6,14,"0,1,2,3,4",0.0,285.7142857142857,25.33333333333333,0.0,2025-12-02,2025-12-31,0,0,LOW
KRG0158,Kenyon Raja Galloway,,AdministrativeAssistant,Hyatt Trevor Hayes,6,14,"0,1,2,3,4",0.0,108.57142857142856,10.523809523809524,0.0,2025-12-02,2025-12-31,0,0,LOW
KBB0189,Kaye Brianna Blair,,AdministrativeAssistant,Kirby Bo Pollard,6,14,"0,1,2,3,4",0.0,108.57142857142856,10.333333333333334,0.0,2025-12-02,2025-12-31,0,0,LOW
SRH0155,Sasha Rina Huffman,3 - FinancialPlanning,AdministrativeAssistant,Libby Rosalyn Richard,6,16,"0,1,2,3,4,6",0.0,114.0,11.0,0.0,2025-12-02,2025-12-31,0,0,LOW
EIM0156,Eve Isadora Mckenzie,3 - FinancialPlanning,Statistician,Libby Rosalyn Richard,6,16,"0,1,2,3,4",0.0,95.0,8.95,0.0,2025-12-02,2025-12-31,0,0,LOW
HTH0007,Hyatt Trevor Hayes,,VicePresident,Mona Susan Shannon,6,15,"0,1,2,3,4",0.0,285.0,26.4,0.0,2025-12-02,2025-12-31,0,0,LOW
RRA0938,Rogan Reuben Alexander,2 - SoftwareManagement,SoftwareEngineer,Caleb Mason Ball,7,16,"0,1,2,3,4",0.0,95.0,8.6,0.0,2025-12-02,2025-12-31,0,0,LOW
POB0343,Preston Odysseus Bryan,3 - FieldService,Technician,Garrett Nicholas Solomon,7,18,"0,1,2,3,4",0.0,29.0,3.0,0.0,2025-12-02,2025-12-31,0,0,LOW
NMB0972,Naomi Meredith Baxter,3 - Assembly,ProductionLineWorker,Sandra Beverly Diaz,7,16,"0,1,2,3,4",0.0,10.0,1.0,0.0,2025-12-02,2025-12-31,0,0,LOW
MMG0943,MacKensie Mara Grant,2 - SoftwareManagement,SoftwareEngineer,Caleb Mason Ball,7,16,"0,1,2,3,4",0.0,95.0,8.95,0.0,2025-12-02,2025-12-31,0,0,LOW
HFB0347,Heather Fredericka Baird,3 - FieldService,Technician,Garrett Nicholas Solomon,7,18,"0,1,2,3,4",7.4,29.0,2.75,0.45,2025-12-02,2025-12-31,0,0,LOW
DJB0159,Dacey Jorden Bowen,1 - MarketAnalysis,Director,Hyatt Trevor Hayes,7,16,"0,1,2,3,4",0.0,190.0,18.35,0.0,2025-12-02,2025-12-31,0,0,LOW
DIW0118,Delilah Iliana Wilkinson,3 - Assembly,Manager,Byron Tyrone Williamson,7,16,"0,1,2,3,4",4.1,143.0,12.85,2.2,2025-12-02,2025-12-31,0,0,LOW
DFH0188,Dean Flynn Hines,3 - FieldService,Technician,Garrett Nicholas Solomon,7,18,"0,1,2,3,4",17.55,29.0,2.7,1.25,2025-12-02,2025-12-31,0,0,LOW
CJP0952,Cody Jonathan Potter,3 - Assembly,ProductionLineWorker,Sandra Beverly Diaz,7,16,"0,1,2,3,4",0.0,10.0,0.85,0.0,2025-12-02,2025-12-31,0,0,LOW
AVM0947,Ayanna Vivian Murray,3 - Assembly,ProductionLineWorker,Sandra Beverly Diaz,6,15,"0,1,2,3,4",21.80952380952381,8.571428571428571,0.9047619047619048,8.476190476190476,2025-12-02,2025-12-31,0,0,LOW
CIM0271,Colt Ishmael Mccall,3 - Engineering,ComputerScientist,Gage Kaden Odonnell,7,17,"0,1,2,3,4",4.15,95.0,9.0,2.1,2025-12-02,2025-12-31,0,0,LOW
WBC0192,Whoopi Britanney Camacho,3 - Contracts,Manager,Kirby Bo Pollard,7,17,"0,1,2,3,4",1.25,150.0,12.55,0.55,2025-12-02,2025-12-31,0,0,LOW
CSJ0340,Charity Stacey Jennings,3 - FieldService,Technician,Garrett Nicholas Solomon,7,18,"0,1,2,3,4",0.0,29.0,2.85,0.0,2025-12-02,2025-12-31,0,0,LOW
PGH0184,Peter Gil Harrington,3 - FieldService,Technician,Garrett Nicholas Solomon,7,18,"0,1,2,3,4",0.0,29.0,3.0,0.0,2025-12-02,2025-12-31,0,0,LOW
TDG0962,Tyrone Damian Garner,3 - Assembly,ProductionLineWorker,Sandra Beverly Diaz,7,16,"0,1,2,3,4",0.0,10.0,1.0,0.0,2025-12-02,2025-12-31,0,0,LOW
ROB0272,Raymond Otto Bond,3 - Engineering,SystemsEngineer,Gage Kaden Odonnell,7,17,"0,1,2,3,4",0.0,95.0,8.85,0.0,2025-12-02,2025-12-31,0,0,LOW
SGS0268,Sylvester Guy Sanders,3 - Engineering,SystemsEngineer,Gage Kaden Odonnell,7,17,"0,1,2,3,4",0.0,95.0,8.7,0.0,2025-12-02,2025-12-31,0,0,LOW
RAG0275,Rashad Aristotle Guerrero,3 - Engineering,ElectricalEngineer,Gage Kaden Odonnell,7,17,"0,1,2,3,4",0.0,95.0,8.95,0.0,2025-12-02,2025-12-31,0,0,LOW
CKH0144,Chloe Keiko Holland,4 - QualityControl,Engineer,Kimberley Kiona Sosa,7,17,"0,1,2,3,4",0.0,95.0,8.5,0.0,2025-12-02,2025-12-31,0,0,LOW
